4+,0,148,
240-left_mirrored.mov,1080,1920,50.0
10-left.mp4,1920,1080,50.0
271-left.mov,1080,1920,48.0
203-left_mirrored.mov,1080,1920,57.0
61-right_mirrored.mp4,1920,1080,35.0
9-left_mirrored.mp4,1920,1080,47.0
281-left.mov,1080,1920,47.0
280-left.mov,1080,1920,49.0
188-right.mov,1920,1080,57.0
61-right.mp4,1920,1080,35.0
55-right.mp4,1920,1080,47.0
15-right .mp4,1280,720,28.0
76-right_mirrored.mp4,1920,1080,53.0
187-right_mirrored.mov,1920,1080,50.0
39-right_mirrored.mp4,886,1920,48.0
79-right_mirrored.mp4,1920,1080,54.0
232-right.mov,1080,1920,52.0
186-right.mov,1920,1080,57.0
281-left_mirrored.mov,1080,1920,48.0
220-left.mov,1920,1080,52.0
1-left.mp4,1920,1080,50.0
49-right.mov,896,1080,50.0
10-left_mirrored.mp4,1920,1080,50.0
188-right_mirrored.mov,1920,1080,57.0
283-right.mov,1080,1920,45.0
234-right_mirrored.mov,1080,1920,47.0
214-left.mov,1920,1080,58.0
92-right.mp4,1920,1080,52.0
187-right.mov,1920,1080,50.0
38-right.mp4,886,1920,52.0
279-right.mov,1080,1920,55.0
272-right.mov,1080,1920,52.0
272-right_mirrored.mov,1080,1920,52.0
288-right_mirrored.mov,1080,1920,52.0
13-right_mirrored.mp4,1920,1080,37.0
233-right_mirrored.mov,1080,1920,59.0
269-right_mirrored.mov,1080,1920,53.0
278-right_mirrored.mov,1080,1920,53.0
152-right_mirrored.mov,1920,1080,49.0
181-left.mov,1080,1920,63.0
67-left_mirrored.mov,886,1920,50.0
52-left_mirrored.mp4,1920,1080,56.0
181-left_mirrored.mov,1080,1920,63.0
209-right_mirrored.mov,1920,1080,56.0
89-right.mp4,1080,1914,49.0
2-left.mp4,1920,1080,50.0
14-right_mirrored.mp4,1280,720,32.0
220-left_mirrored.mov,1920,1080,52.0
204-left.mov,1080,1920,66.0
239-right.mov,1080,1920,53.0
56-left_mirrored.mp4,1920,1080,59.0
46-left.mov,886,1920,48.0
51-left.mp4,1920,1080,55.0
24-left.mp4,886,1920,47.0
76-right.mp4,1920,1080,53.0
249-right_mirrored.mov,1080,1920,55.0
98-left.mov,886,1920,57.0
93-right.mp4,1920,1080,52.0
291-left_mirrored.mov,1080,1920,46.0
18-right.mp4,1920,1080,52.0
41-right_mirrored.mp4,886,1920,48.0
20-left_mirrored.mp4,1920,1080,45.0
39-right.mp4,886,1920,48.0
30-left_mirrored.mp4,886,1920,39.0
221-left.mov,1920,1080,54.0
251-left_mirrored.mov,1080,1920,50.0
203-left.mov,1080,1920,57.0
271-left_mirrored.mov,1080,1920,48.0
11-left_mirrored.mp4,1920,1080,49.0
243-right_mirrored.mov,1080,1920,49.0
185-right_mirrored.mov,1920,1080,50.0
24-left_mirrored.mp4,886,1920,47.0
30-left.mp4,886,1920,39.0
185-right.mov,1920,1080,50.0
45-right.mp4,1234,1080,52.0
48-left_mirrored.mp4,1920,1080,49.0
276-right_mirrored.mov,1080,1920,45.0
240-left.mov,1080,1920,50.0
243-right.mov,1080,1920,49.0
48-left.mp4,1920,1080,49.0
12-left_mirrored.mp4,1920,1080,51.0
242-right_mirrored.mov,1080,1920,56.0
